srxAccession,studyAccession,diseaseRaw,diseaseOntologyTermId,diseaseName,tissueRaw,tissueOntologyRaw,cellLineRaw,diseaseArea,diseaseAreaSource,diseased,isBiologicalControl,controlType,isExperimentalComparator,eligible,excludeReason
SRX22917447,PRJNA1053822,osteoporosis,MONDO:0005298,,lung,UBERON:0002048,unsure,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX22996309,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,not specified,Lung Cancer,disease_text,True,False,,False,True,
SRX22996310,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996311,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996312,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996313,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996314,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996315,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996316,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung adenocarcinoma,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996317,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,,Lung Cancer,disease_text,True,False,,False,True,
SRX22996318,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996319,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996320,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996322,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,not specified,Lung Cancer,disease_text,True,False,,False,True,
SRX22996323,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996325,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996327,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996328,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996329,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996330,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996331,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,not_applicable,Lung Cancer,disease_text,True,False,,False,True,
SRX22996332,PRJNA1055415,unsure,,,lung,UBERON:0002048,unsure,Lung Cancer,study_consensus,,False,,False,True,
SRX22996333,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996334,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996335,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,not specified,Lung Cancer,disease_text,True,False,,False,True,
SRX22996336,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996337,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996338,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996339,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996340,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996341,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,MRC007 Adeno ANT_6,Lung Cancer,disease_text,True,False,,False,True,
SRX22996342,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996343,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996344,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,MRC007 Adeno_2,Lung Cancer,disease_text,True,False,,False,True,
SRX22996345,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996346,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996347,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996348,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996349,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung adenocarcinoma,,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996350,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996351,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996352,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,MRC008 Adeno ANT CD45+_3,Lung Cancer,disease_text,True,False,,False,True,
SRX22996353,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996354,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996355,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996356,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,MRC008 Adeno_2,Lung Cancer,disease_text,True,False,,False,True,
SRX22996358,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996359,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996360,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,not specified,Lung Cancer,disease_text,True,False,,False,True,
SRX22996361,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996363,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,MRC009 Adeno ANT_2,Lung Cancer,disease_text,True,False,,False,True,
SRX22996364,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,not specified,Lung Cancer,disease_text,True,False,,False,True,
SRX22996365,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996366,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996367,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996368,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996369,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996371,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996373,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996374,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996376,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996377,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,MRC009 Adeno_4,Lung Cancer,disease_text,True,False,,False,True,
SRX22996378,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996379,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996380,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996381,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996382,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996383,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung adenocarcinoma,,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996384,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996385,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,not specified; involves human samples from patients with LUAD,Lung Cancer,disease_text,True,False,,False,True,
SRX22996386,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996387,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996388,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996389,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996390,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996391,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996392,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996393,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996394,PRJNA1055415,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996395,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996396,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX22996397,PRJNA1055415,lung adenocarcinoma (LUAD),MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX23115055,PRJNA1061642,hereditary hemorrhagic telangiectasia (HHT),MONDO:0019180,,"human umbilical cord endothelial cells, normal human lung fibroblast",UBERON:0007777,"human umbilical cord endothelial cells, normal human lung fibroblast",Other,missing_ontology,,False,,False,False,unmapped_disease
SRX23231247,PRJNA1065377,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,not specified,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX23331461,PRJNA1066790,mental health issues in children of immigrant mothers,,,airway epithelium,UBERON:0004802,large airway epithelial cells,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,True,
SRX23331462,PRJNA1066790,SARS-CoV-2 infection,MONDO:0100096,,airway epithelium,UBERON:0004802,"small airway epithelial, primary air-liquid interface culture",COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23331463,PRJNA1066790,SARS-CoV-2 infection,MONDO:0100096,,airway epithelium,UBERON:0004802,large airway epithelial cells,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23331464,PRJNA1066790,not specified,,,airway epithelium,UBERON:0004802,small airway epithelial (Primary air-liquid interface culture),COVID-19 / SARS-CoV-2,study_consensus,,False,,False,True,
SRX23331465,PRJNA1066790,not specified,,,airway epithelium,UBERON:0004802,small airway epithelial,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,True,
SRX23331466,PRJNA1066790,not specified,,,airway epithelium,,large airway epithelial,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,True,
SRX23331467,PRJNA1066790,unsure,,,airway epithelium,UBERON:0004802,large airway epithelial,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,True,
SRX23331469,PRJNA1066790,unsure,,,airway epithelium,UBERON:0004802,large airway epithelial,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,True,
SRX23331470,PRJNA1066790,unsure,,,airway epithelium,UBERON:0004802,large airway epithelial,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,True,
SRX23331471,PRJNA1066790,SARS-CoV-2 infection,MONDO:0100096,,airway epithelium,UBERON:0004802,small airway epithelial,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23331472,PRJNA1066790,SARS-CoV-2 infection,MONDO:0100096,,airway epithelial cells,UBERON:0004802,Primary human airway epithelial cells,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23331473,PRJNA1066790,unsure,,,airway epithelium,,small airway epithelial,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,True,
SRX23386174,PRJNA1068611,neovascular age-related macular degeneration,MONDO:0005153,,bronchial brushing,UBERON:0002048,bronchial airway cells,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX23386175,PRJNA1068611,acute myeloid leukaemia (AML) or myelodysplastic syndrome (MDS),MONDO:0018874,,bronchial brushing,UBERON:0002031,bronchial airway cells,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX23395179,PRJNA1069102,Infected with SARS-CoV-2,MONDO:0100096,,lung,UBERON:0002048,Epithelial (from lung tissue),COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23395180,PRJNA1069102,not specified,,,lung,UBERON:0002048,not specified,COVID-19 / SARS-CoV-2,study_consensus,False,False,,True,True,
SRX23395181,PRJNA1069102,acute coronary syndrome,MONDO:0005542,,lung,UBERON:0002048,epithelial,COVID-19 / SARS-CoV-2,study_consensus,False,False,,True,True,
SRX23395182,PRJNA1069102,infected with SARS-CoV-2,MONDO:0100096,,lung,UBERON:0002048,"epithelial, pediatric, 5 weeks, male, Caucasian",COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23395183,PRJNA1069102,not specified,,,lung,UBERON:0002048,"epithelial, pediatric, 2 months, male, caucasian",COVID-19 / SARS-CoV-2,study_consensus,False,False,,True,True,
SRX23395184,PRJNA1069102,infected with SARS-CoV-2,MONDO:0100096,,lung,UBERON:0002048,"epithelial cells, pediatric, 2 months old, male, Caucasian",COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23395185,PRJNA1069102,no specific disease; study on SARS-CoV-2 response,,,lung,UBERON:0002048,"epithelial, pediatric, 6 months, male, Caucasian",COVID-19 / SARS-CoV-2,disease_text,False,False,,True,True,
SRX23395186,PRJNA1069102,infected with SARS-CoV-2,MONDO:0100096,,lung,UBERON:0002048,"epithelial, pediatric, 6 months, male, Caucasian",COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23395187,PRJNA1069102,other,,,lung,UBERON:0002048,"epithelial, pediatric (2 months), male",COVID-19 / SARS-CoV-2,study_consensus,False,False,,True,True,
SRX23395188,PRJNA1069102,infected with SARS-CoV-2,MONDO:0100096,,lung,UBERON:0002048,epithelial,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23395189,PRJNA1069102,unsure,,,lung,UBERON:0002048,unsure,COVID-19 / SARS-CoV-2,study_consensus,False,False,,True,True,
SRX23395190,PRJNA1069102,infected with SARS-CoV-2,MONDO:0100096,,lung,UBERON:0002048,not specified; sample from primary lung epithelial cells,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23395191,PRJNA1069102,SARS-CoV-2 infection,MONDO:0100096,,lung,UBERON:0002048,primary lung epithelial cells,COVID-19 / SARS-CoV-2,disease_text,False,False,,True,True,
SRX23395192,PRJNA1069102,SARS-CoV-2 infection,MONDO:0100096,,lung,UBERON:0002048,not_applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23457969,PRJNA1071273,infected by betacoronaviruses,,,bronchial epithelium,UBERON:0002031,HBEC organoid-control-1,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457970,PRJNA1071273,infections by betacoronaviruses,MONDO:0020753,,bronchial epithelium,UBERON:0002031,human bronchial epithelial organoids,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457971,PRJNA1071273,MERS-CoV infection,MONDO:0100116,,bronchial epithelium,,HBEC organoid-MERS-2,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457972,PRJNA1071273,"related to betacoronaviruses (HCoV-OC43, SARS-CoV, MERS-CoV, SARS-CoV-2)",,,bronchial epithelium,UBERON:0002031,HBEC organoid (Human Bronchial Epithelial Cell organoid),COVID-19 / SARS-CoV-2,disease_text,True,False,,False,False,excluded_sample_type
SRX23457973,PRJNA1071273,unsure,,,bronchial epithelium,UBERON:0002031,HBEC organoid-BA275-1,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457974,PRJNA1071273,infected by betacoronaviruses,,,bronchial epithelium,UBERON:0002031,HBEC organoid-BA275-2,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457975,PRJNA1071273,none,,,bronchial epithelium,UBERON:0002031,none,COVID-19 / SARS-CoV-2,study_consensus,False,True,healthy,False,True,
SRX23457976,PRJNA1071273,unsure,,,bronchial epithelium,UBERON:0002031,HBEC organoid-control-3,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457977,PRJNA1071273,viral infections,MONDO:0020950,,bronchial epithelium,UBERON:0002031,HBEC organoid-OC43-1,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457978,PRJNA1071273,betacoronavirus infection,MONDO:0100096,,bronchial epithelium,UBERON:0002031,HBEC organoid-OC43-2,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457979,PRJNA1071273,not explicitly mentioned,,,bronchial epithelium,UBERON:0002031,HBEC organoid-OC43-3,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457980,PRJNA1071273,infected by betacoronaviruses,,,bronchial epithelium,UBERON:0002031,HBEC organoid-SARS1-1,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457981,PRJNA1071273,not specified,,,bronchial epithelium,UBERON:0002031,HBEC organoid-SARS1-2,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457982,PRJNA1071273,related to betacoronaviruses,,,bronchial epithelium,UBERON:0002031,HBEC organoid-SARS1-3,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23457983,PRJNA1071273,not specified,,,bronchial epithelium,UBERON:0002031,HBEC organoid-MERS-1,COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23619806,PRJNA1076461,small cell lung cancer (SCLC),MONDO:0008433,,pulmonary neuroendocrine cells (PNECs),UBERON:0010002,RUES2,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX23619807,PRJNA1076461,Model for small cell lung cancer (SCLC),MONDO:0008433,,Human embryonic stem cell-derived pulmonary neuroendocrine cells,UBERON:0010002,RUES2 RPM WT,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX23619809,PRJNA1076461,small cell lung cancer,MONDO:0008433,,pulmonary neuroendocrine cells,UBERON:0010002,RUES2-derived,Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX23724073,PRJNA847631,SARS-CoV-2 infection,MONDO:0100096,,lung slice,UBERON:0002048,,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724074,PRJNA847631,none (healthy),,,lung (ex vivo lung slice),UBERON:0002048,none,COVID-19 / SARS-CoV-2,study_consensus,False,True,healthy,False,True,
SRX23724081,PRJNA847631,SARS-CoV-2 infection (COVID-19 model),MONDO:0100096,,lung (ex vivo cultured human lung slices),UBERON:0002048,none (primary tissue),COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724082,PRJNA847631,SARS-CoV-2 infection,MONDO:0100096,,"lung (human lung slice, ex vivo)",UBERON:0002048,none (primary tissue),COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724083,PRJNA847631,SARS-CoV-2 infection (COVID-19 model),MONDO:0100096,,ex vivo cultured healthy human lung slices,UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724084,PRJNA847631,none (experimental infection with SARS-CoV-2),,,lung,UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,,False,,False,True,
SRX23724085,PRJNA847631,SARS-CoV-2 infection,MONDO:0100096,,lung,UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724086,PRJNA847631,none (mock-infected),,,lung (cells dissociated from ex vivo lung slices),UBERON:0002048,none,COVID-19 / SARS-CoV-2,study_consensus,False,True,healthy,False,True,
SRX23724087,PRJNA847631,"none (mock infection, uninfected control)",,,lung (ex vivo lung slices),UBERON:0002048,none (primary ex vivo lung tissue),COVID-19 / SARS-CoV-2,study_consensus,False,True,healthy,False,True,
SRX23724088,PRJNA847631,SARS-CoV-2 infection,MONDO:0100096,,lung,UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724090,PRJNA847631,SARS-CoV-2 infection (COVID-19),MONDO:0100096,,lung,UBERON:0002048,none specified,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724091,PRJNA847631,SARS-CoV-2 infection (COVID-19),MONDO:0100096,,lung tissue slices,UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724094,PRJNA847631,SARS-CoV-2 infection,MONDO:0100096,,ex vivo cultured human lung slice,UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724095,PRJNA847631,"SARS-CoV-2 infection, mock-infected control",MONDO:0100096,,lung (ex vivo slices),UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,,False,,False,True,
SRX23724096,PRJNA847631,SARS-CoV-2 infection,MONDO:0100096,,lung (ex vivo lung tissue slices),UBERON:0002048,not_applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724097,PRJNA847631,none (mock-infected),,,lung (primary lung slice culture),UBERON:0002048,not applicable (primary tissue),COVID-19 / SARS-CoV-2,study_consensus,False,True,healthy,False,True,
SRX23724098,PRJNA847631,SARS-CoV-2 infection,MONDO:0100096,,lung,UBERON:0002048,"primary human lung cells, donor C3_ST015",COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724099,PRJNA847631,unsure,,,lung,UBERON:0002048,C3_ST015 (not a standard cell line),COVID-19 / SARS-CoV-2,study_consensus,,False,,False,False,excluded_sample_type
SRX23724100,PRJNA847631,SARS-CoV-2 infection (COVID-19),MONDO:0100096,,lung,UBERON:0002048,,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724101,PRJNA847631,SARS-CoV-2 infection,MONDO:0100096,,lung (ex vivo cultured lung slices),UBERON:0002048,not_applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724102,PRJNA847631,none reported,,,lung,UBERON:0002048,none,COVID-19 / SARS-CoV-2,study_consensus,False,True,healthy,False,True,
SRX23724103,PRJNA847631,SARS-CoV-2 infection (COVID-19),MONDO:0100096,,lung tissue slices,UBERON:0008946,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724104,PRJNA847631,SARS-CoV-2 infection (COVID-19),MONDO:0100096,,lung slices,UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724105,PRJNA847631,SARS-CoV-2 infection (COVID-19),MONDO:0100096,,lung (ex vivo cultured human lung slices),UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724106,PRJNA847631,"COVID-19, SARS-CoV-2 infection",MONDO:0100096,,lung,UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724107,PRJNA847631,SARS-CoV-2 infection (COVID-19),MONDO:0100096,,lung,UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724109,PRJNA847631,SARS-CoV-2 infection (COVID-19),MONDO:0100096,,lung (ex vivo human lung slices),UBERON:0002048,none (primary tissue),COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724110,PRJNA847631,COVID-19 (SARS-CoV-2 infection),MONDO:0100096,,lung,UBERON:0002048,none (primary cells),COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724111,PRJNA847631,SARS-CoV-2 infection (ex vivo infection model),MONDO:0100096,,lung (ex vivo cultured human lung slices),UBERON:0002048,not_applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX23724116,PRJNA847631,none (not a disease cohort; ex vivo infection model),,,lung (ex vivo lung tissue slices),UBERON:0002048,DNW099,COVID-19 / SARS-CoV-2,study_consensus,False,True,healthy,False,True,
