run_id,algorithm,pair_index,author_label,algorithm_label,author_ontology_id,author_embedding_similarity,algorithm_ontology_id,algorithm_embedding_similarity,cytescore_similarity,similarity_method,pair_label,accession,table_filepath
run-60152ff0-533d-4aea-8a06-f71ae9f06e26,algo1,812,lung multiciliated epithelial cell,Airway club cell,CL:1000271,0.7138,CL:0008055,0.7102,0.5789,cytescore,lung multiciliated epithelial cellAirway club cell,SRX8349961,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX8349961_cyteonto.csv
run-60152ff0-533d-4aea-8a06-f71ae9f06e26,algo1,1210,basal cell,Mucous secretory cell,CL:0000646,0.648,CL:1100001,0.6867,0.1297,cytescore,basal cellMucous secretory cell,SRX8349961,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX8349961_cyteonto.csv
run-60152ff0-533d-4aea-8a06-f71ae9f06e26,algo1,1338,basal cell,Airway club cell,CL:0000646,0.648,CL:0008055,0.7102,0.1822,cytescore,basal cellAirway club cell,SRX8349961,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX8349961_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,0,macrophage,"Alveolar macrophage, disease-associated",CL:0009048,0.6254,CL:0000583,0.7325,0.2957,cytescore,"macrophageAlveolar macrophage, disease-associated",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,1,B cell,NKG2C+ cytotoxic lymphocytes,CL:0000944,0.6119,CL:0002449,0.6856,0.1923,cytescore,B cellNKG2C+ cytotoxic lymphocytes,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,2,"CD4-positive, alpha-beta T cell",Naive B cells,CL:0000624,0.7181,CL:0000788,0.6607,0.1874,cytescore,"CD4-positive, alpha-beta T cellNaive B cells",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,3,B cell,Naive B cells,CL:0000944,0.6119,CL:0000788,0.6607,0.3591,cytescore,B cellNaive B cells,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,4,intermediate monocyte,"Inflammatory classical monocyte, NLRP3+ hypoxic",CL:0002393,0.6889,CL:0000860,0.7075,0.5239,cytescore,"intermediate monocyteInflammatory classical monocyte, NLRP3+ hypoxic",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,5,"CD8-positive, alpha-beta T cell",CD8+ cytotoxic T cells,CL:0000625,0.7386,CL:0000913,0.6911,0.8248,cytescore,"CD8-positive, alpha-beta T cellCD8+ cytotoxic T cells",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,7,"CD8-positive, alpha-beta T cell",NKG2C+ cytotoxic lymphocytes,CL:0000625,0.7386,CL:0002449,0.6856,0.3274,cytescore,"CD8-positive, alpha-beta T cellNKG2C+ cytotoxic lymphocytes",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,8,macrophage,Lipid-associated alveolar macrophage,CL:0009048,0.6254,CL:0000583,0.6544,0.2957,cytescore,macrophageLipid-associated alveolar macrophage,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,9,classical monocyte,"Inflammatory classical monocyte, NLRP3+ hypoxic",CL:0000860,0.6869,CL:0000860,0.7075,1.0,cytescore,"classical monocyteInflammatory classical monocyte, NLRP3+ hypoxic",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,11,"CD4-positive, alpha-beta T cell",CD8+ cytotoxic T cells,CL:0000624,0.7181,CL:0000913,0.6911,0.4517,cytescore,"CD4-positive, alpha-beta T cellCD8+ cytotoxic T cells",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,17,macrophage,"Inflammatory classical monocyte, NLRP3+ hypoxic",CL:0009048,0.6254,CL:0000860,0.7075,0.2036,cytescore,"macrophageInflammatory classical monocyte, NLRP3+ hypoxic",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,36,B cell,"Inflammatory classical monocyte, NLRP3+ hypoxic",CL:0000944,0.6119,CL:0000860,0.7075,0.1232,cytescore,"B cellInflammatory classical monocyte, NLRP3+ hypoxic",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,42,adventitial cell,Matrix fibroblast,CL:0002503,0.6676,CL:0002651,0.6077,0.0361,cytescore,adventitial cellMatrix fibroblast,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,50,B cell,CD8+ cytotoxic T cells,CL:0000944,0.6119,CL:0000913,0.6911,0.2815,cytescore,B cellCD8+ cytotoxic T cells,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,70,"CD4-positive, alpha-beta T cell",NKG2C+ cytotoxic lymphocytes,CL:0000624,0.7181,CL:0002449,0.6856,0.2327,cytescore,"CD4-positive, alpha-beta T cellNKG2C+ cytotoxic lymphocytes",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,76,lung multiciliated epithelial cell,Mature multiciliated epithelial cells,CL:1000271,0.7141,CL:0000067,0.6923,0.9021,cytescore,lung multiciliated epithelial cellMature multiciliated epithelial cells,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,91,respiratory tract goblet cell,Secretory club cells,CL:0019003,0.7122,CL:0008055,0.704,0.7304,cytescore,respiratory tract goblet cellSecretory club cells,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,106,plasma cell,Lipid-associated alveolar macrophage,CL:0000946,0.6514,CL:0000583,0.6544,0.0914,cytescore,plasma cellLipid-associated alveolar macrophage,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,141,B cell,"Alveolar macrophage, disease-associated",CL:0000944,0.6119,CL:0000583,0.7325,0.0672,cytescore,"B cellAlveolar macrophage, disease-associated",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,162,mature NK T cell,NKG2C+ cytotoxic lymphocytes,CL:0000814,0.7293,CL:0002449,0.6856,0.4527,cytescore,mature NK T cellNKG2C+ cytotoxic lymphocytes,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,257,natural killer cell,NKG2C+ cytotoxic lymphocytes,CL:0002347,0.6748,CL:0002449,0.6856,0.8594,cytescore,natural killer cellNKG2C+ cytotoxic lymphocytes,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,468,plasma cell,"Alveolar macrophage, disease-associated",CL:0000946,0.6514,CL:0000583,0.7325,0.0914,cytescore,"plasma cellAlveolar macrophage, disease-associated",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,567,plasma cell,"Inflammatory classical monocyte, NLRP3+ hypoxic",CL:0000946,0.6514,CL:0000860,0.7075,0.1503,cytescore,"plasma cellInflammatory classical monocyte, NLRP3+ hypoxic",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,592,lung multiciliated epithelial cell,"Inflammatory classical monocyte, NLRP3+ hypoxic",CL:1000271,0.7141,CL:0000860,0.7075,0.087,cytescore,"lung multiciliated epithelial cellInflammatory classical monocyte, NLRP3+ hypoxic",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,757,"CD4-positive, alpha-beta T cell","Inflammatory classical monocyte, NLRP3+ hypoxic",CL:0000624,0.7181,CL:0000860,0.7075,0.1816,cytescore,"CD4-positive, alpha-beta T cellInflammatory classical monocyte, NLRP3+ hypoxic",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,783,classical monocyte,"Alveolar macrophage, disease-associated",CL:0000860,0.6869,CL:0000583,0.7325,0.191,cytescore,"classical monocyteAlveolar macrophage, disease-associated",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,834,macrophage,Matrix fibroblast,CL:0009048,0.6254,CL:0002651,0.6077,0.0963,cytescore,macrophageMatrix fibroblast,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,885,B cell,Secretory club cells,CL:0000944,0.6119,CL:0008055,0.704,0.1083,cytescore,B cellSecretory club cells,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,1049,intermediate monocyte,"Alveolar macrophage, disease-associated",CL:0002393,0.6889,CL:0000583,0.7325,0.1272,cytescore,"intermediate monocyteAlveolar macrophage, disease-associated",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,1133,lung multiciliated epithelial cell,CD8+ cytotoxic T cells,CL:1000271,0.7141,CL:0000913,0.6911,0.0553,cytescore,lung multiciliated epithelial cellCD8+ cytotoxic T cells,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,1364,B cell,Lipid-associated alveolar macrophage,CL:0000944,0.6119,CL:0000583,0.6544,0.0672,cytescore,B cellLipid-associated alveolar macrophage,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,1455,macrophage,NKG2C+ cytotoxic lymphocytes,CL:0009048,0.6254,CL:0002449,0.6856,0.0882,cytescore,macrophageNKG2C+ cytotoxic lymphocytes,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,1982,lung multiciliated epithelial cell,Secretory club cells,CL:1000271,0.7141,CL:0008055,0.704,0.5789,cytescore,lung multiciliated epithelial cellSecretory club cells,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,2401,mature NK T cell,CD8+ cytotoxic T cells,CL:0000814,0.7293,CL:0000913,0.6911,0.278,cytescore,mature NK T cellCD8+ cytotoxic T cells,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,2660,plasma cell,Matrix fibroblast,CL:0000946,0.6514,CL:0002651,0.6077,0.0976,cytescore,plasma cellMatrix fibroblast,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,2790,adventitial cell,"Inflammatory classical monocyte, NLRP3+ hypoxic",CL:0002503,0.6676,CL:0000860,0.7075,0.1535,cytescore,"adventitial cellInflammatory classical monocyte, NLRP3+ hypoxic",SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,2802,B cell,Matrix fibroblast,CL:0000944,0.6119,CL:0002651,0.6077,0.1089,cytescore,B cellMatrix fibroblast,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,3122,plasma cell,NKG2C+ cytotoxic lymphocytes,CL:0000946,0.6514,CL:0002449,0.6856,0.1443,cytescore,plasma cellNKG2C+ cytotoxic lymphocytes,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-051a20f7-3446-44b6-919d-d3e2c39cb037,algo1,3241,lung multiciliated epithelial cell,Lipid-associated alveolar macrophage,CL:1000271,0.7141,CL:0000583,0.6544,0.3313,cytescore,lung multiciliated epithelial cellLipid-associated alveolar macrophage,SRX17412848,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX17412848_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,0,B cell,Cytotoxic Effector T cell,CL:0000944,0.6119,CL:0000913,0.6821,0.2815,cytescore,B cellCytotoxic Effector T cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,1,plasma cell,Alveolar type II cell,CL:0000946,0.6514,CL:0002063,0.7014,0.0907,cytescore,plasma cellAlveolar type II cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,2,capillary endothelial cell,Inflammatory capillary endothelial cell,CL:0002144,0.6632,CL:0002139,0.6566,0.6197,cytescore,capillary endothelial cellInflammatory capillary endothelial cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,3,B cell,Alveolar type II cell,CL:0000944,0.6119,CL:0002063,0.7014,0.1683,cytescore,B cellAlveolar type II cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,4,pulmonary alveolar type 1 cell,Alveolar type II cell,CL:0002062,0.7371,CL:0002063,0.7014,0.6465,cytescore,pulmonary alveolar type 1 cellAlveolar type II cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,5,"CD4-positive, alpha-beta T cell",Cytotoxic Effector T cell,CL:0000624,0.7171,CL:0000913,0.6821,0.4517,cytescore,"CD4-positive, alpha-beta T cellCytotoxic Effector T cell",SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,6,pulmonary alveolar type 1 cell,Alveolar type 1 cell - metallothionein-high,CL:0002062,0.7371,CL:0002062,0.6925,1.0,cytescore,pulmonary alveolar type 1 cellAlveolar type 1 cell - metallothionein-high,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,8,"CD8-positive, alpha-beta T cell",Cytotoxic Effector T cell,CL:0000625,0.7385,CL:0000913,0.6821,0.8248,cytescore,"CD8-positive, alpha-beta T cellCytotoxic Effector T cell",SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,10,capillary endothelial cell,Alveolar type II cell,CL:0002144,0.6632,CL:0002063,0.7014,0.1078,cytescore,capillary endothelial cellAlveolar type II cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,12,macrophage,Alveolar macrophage,CL:0009048,0.6254,CL:0000583,0.6972,0.2957,cytescore,macrophageAlveolar macrophage,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,13,natural killer cell,Cytotoxic Effector T cell,CL:0002347,0.6749,CL:0000913,0.6821,0.346,cytescore,natural killer cellCytotoxic Effector T cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,14,capillary endothelial cell,Arterial endothelial cell,CL:0002144,0.6632,CL:1000413,0.7131,0.5789,cytescore,capillary endothelial cellArterial endothelial cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,15,basal cell,Secretory club cell - proliferating,CL:0000646,0.6478,CL:0008055,0.7257,0.1822,cytescore,basal cellSecretory club cell - proliferating,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,16,alveolar adventitial fibroblast,Alveolar adventitial fibroblast with mast cell signature,CL:4028006,0.7123,CL:4028006,0.6612,1.0,cytescore,alveolar adventitial fibroblastAlveolar adventitial fibroblast with mast cell signature,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,22,bronchial smooth muscle cell,Heat shock-stressed fibroblast,CL:4033017,0.7387,CL:0002651,0.6164,0.0586,cytescore,bronchial smooth muscle cellHeat shock-stressed fibroblast,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,24,B cell,Alveolar type 1 cell - metallothionein-high,CL:0000944,0.6119,CL:0002062,0.6925,0.059,cytescore,B cellAlveolar type 1 cell - metallothionein-high,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,27,bronchial smooth muscle cell,Alveolar adventitial fibroblast with mast cell signature,CL:4033017,0.7387,CL:4028006,0.6612,0.1541,cytescore,bronchial smooth muscle cellAlveolar adventitial fibroblast with mast cell signature,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,28,vein endothelial cell,Inflammatory capillary endothelial cell,CL:0002543,0.7328,CL:0002139,0.6566,0.7053,cytescore,vein endothelial cellInflammatory capillary endothelial cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,30,endothelial cell of artery,Arterial endothelial cell,CL:1000413,0.7135,CL:1000413,0.7131,1.0,cytescore,endothelial cell of arteryArterial endothelial cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,32,plasma cell,Alveolar type 1 cell - stress-activated,CL:0000946,0.6514,CL:0002062,0.6926,0.0507,cytescore,plasma cellAlveolar type 1 cell - stress-activated,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,35,endothelial cell of lymphatic vessel,Lymphatic capillary endothelial cell,CL:0002138,0.7041,CL:1000411,0.6868,0.5183,cytescore,endothelial cell of lymphatic vesselLymphatic capillary endothelial cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,37,adventitial cell,Alveolar adventitial fibroblast with mast cell signature,CL:0002503,0.6676,CL:4028006,0.6612,0.5645,cytescore,adventitial cellAlveolar adventitial fibroblast with mast cell signature,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,46,B cell,Alveolar capillary endothelial cell,CL:0000944,0.6119,CL:4028002,0.7445,0.0738,cytescore,B cellAlveolar capillary endothelial cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,47,macrophage,Inflammatory macrophage,CL:0009048,0.6254,CL:0000863,0.6853,0.3575,cytescore,macrophageInflammatory macrophage,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,48,B cell,Inflammatory capillary endothelial cell,CL:0000944,0.6119,CL:0002139,0.6566,0.1194,cytescore,B cellInflammatory capillary endothelial cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,50,vein endothelial cell,Arterial endothelial cell,CL:0002543,0.7328,CL:1000413,0.7131,0.6586,cytescore,vein endothelial cellArterial endothelial cell,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,51,plasma cell,Secretory club cell - proliferating,CL:0000946,0.6514,CL:0008055,0.7257,0.2534,cytescore,plasma cellSecretory club cell - proliferating,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,61,basal cell,Ciliated epithelial cell - heat shock/stress response,CL:0000646,0.6478,CL:0000067,0.6105,0.1574,cytescore,basal cellCiliated epithelial cell - heat shock/stress response,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
run-4e076642-d5ec-4410-914f-9e8cf9939278,algo1,62,B cell,Heat shock-stressed fibroblast,CL:0000944,0.6119,CL:0002651,0.6164,0.1089,cytescore,B cellHeat shock-stressed fibroblast,SRX23724110,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23724110_cyteonto.csv
